bodyMajor,bodyAngle,bodyArea,lh1_x,lh1_y,lh1Major,lh1Angle,lh1Area,rh1_x,rh1_y,rh1Major,rh1Angle,rh1Area,lh2_x,lh2_y,lh2Major,lh2Angle,lh2Area,rh2_x,rh2_y,rh2Major,rh2Angle,rh2Area,Pose 
141,79.804,20822.034,-53,-1,66,83.946,4562.184,24,3,59,103.57,3522.182,-39,-48,44,141.34,1935.472,18,-42,42,51.766,1847.496,Looking_to_the_side
146,79.765,22019.136,-55,-2,65,80.395,4288.83,28,2,58,104.744,3462.484,-44,-50,45,138.576,2120.85,19,-45,48,48.366,2413.056,Looking_to_the_side
147,80.218,22631.826,-55,-4,65,80.395,4288.83,28,1,58,105.945,3462.484,-45,-51,43,137.816,1891.484,19,-46,50,48.18,2513.6,Looking_to_the_side
144,81.254,21717.504,-55,-6,67,79.695,4631.308,30,1,58,106.887,3462.484,-44,-53,43,138.691,1891.484,21,-46,51,47.353,2724.114,Looking_to_the_side
144,81.254,21717.504,-55,-6,67,79.695,4631.308,29,1,57,106.22,3402.786,-45,-53,43,137.816,1891.484,20,-47,52,49.635,2777.528,Looking_to_the_side
143,81.193,21117.382,-55,-6,67,79.695,4631.308,30,1,57,107.176,3402.786,-45,-53,43,137.816,1891.484,21,-47,53,48.814,2830.942,Looking_to_the_side
143,81.588,21117.382,-55,-6,67,79.695,4631.308,30,1,57,107.176,3402.786,-45,-53,43,137.816,1891.484,21,-47,52,49.635,2777.528,Looking_to_the_side
140,100.67,20234.48,-30,-3,66,79.54,4562.184,55,4,58,106.887,3462.484,-21,-50,41,136.975,1674.686,46,-44,53,48.814,2830.942,Looking_to_the_side
140,102.352,20234.48,-27,-3,65,78.518,4288.83,56,5,59,107.526,3522.182,-19,-49,41,136.975,1674.686,47,-44,53,48.013,2830.942,Looking_to_the_side
138,102.529,19945.416,-27,-2,64,78.341,4222.848,56,5,60,106.336,3770.4,-19,-48,40,136.005,1633.84,47,-44,53,49.514,2830.942,Looking_to_the_side
142,101.703,20969.708,-32,-7,61,80.69,3833.24,53,2,61,109.904,3833.24,-21,-53,43,135.0,1891.484,47,-46,50,50.631,2513.6,Looking_to_the_side
144,101.543,21717.504,-32,-6,61,80.69,3833.24,53,3,61,109.904,3833.24,-21,-52,43,135.0,1891.484,47,-45,51,49.764,2724.114,Looking_to_the_side
144,101.155,21717.504,-31,-7,62,80.838,3896.08,54,3,61,109.904,3833.24,-20,-53,43,135.939,1891.484,48,-46,51,50.477,2724.114,Looking_to_the_side
145,101.079,21868.32,-31,-7,63,80.981,4156.866,54,3,61,108.138,3833.24,-20,-53,42,136.909,1847.496,47,-46,51,50.477,2724.114,Looking_to_the_side
146,101.004,22019.136,-31,-7,63,80.096,4156.866,53,3,61,109.026,3833.24,-21,-53,42,138.814,1847.496,47,-46,51,50.477,2724.114,Looking_to_the_side
146,101.004,22019.136,-31,-8,64,80.248,4222.848,53,3,61,109.026,3833.24,-21,-53,41,138.945,1674.686,47,-46,51,50.477,2724.114,Looking_to_the_side
146,101.004,22019.136,-31,-8,64,80.248,4222.848,53,3,61,109.026,3833.24,-21,-53,41,138.945,1674.686,47,-46,51,50.477,2724.114,Looking_to_the_side
144,106.928,21717.504,-21,-19,87,90.0,7927.266,59,-19,94,93.652,9155.788,-9,-96,69,109.213,4986.354,47,-100,75,66.501,5891.25,Looking_to_the_side
146,107.939,22019.136,-20,-22,89,91.287,8109.502,59,-22,95,91.206,9253.19,-7,-100,71,109.708,5130.886,46,-104,74,67.203,5580.192,Looking_to_the_side
147,107.819,22631.826,-19,-21,89,91.931,8109.502,60,-21,95,89.397,9253.19,-6,-99,70,109.983,5058.62,45,-103,74,67.203,5580.192,Looking_to_the_side
128,81.933,16891.392,-34,-3,59,96.766,3522.182,29,-6,53,85.684,2830.942,-15,-46,41,140.906,1674.686,18,-50,38,62.103,1432.752,Looking_to_the_side
127,98.13,16759.428,-22,-35,88,91.302,8018.384,50,-43,89,86.785,8109.502,-5,-114,77,113.587,6048.35,35,-123,74,71.075,5580.192,Looking_to_the_side
135,102.804,19087.65,-18,-33,90,90.0,8483.4,56,-39,91,87.483,8577.66,-1,-113,77,115.241,6048.35,41,-120,75,69.179,5891.25,Looking_to_the_side
137,72.621,19370.43,-56,-27,90,90.0,8483.4,21,-35,88,85.452,8018.384,-40,-106,74,114.507,5580.192,3,-112,72,66.28,5429.376,Looking_to_the_side
147,82.2,22631.826,-41,-14,83,87.93,7041.222,25,-33,96,83.463,9652.224,-40,-97,82,94.185,6956.388,-2,-112,75,56.31,5891.25,Looking_to_the_side
150,86.186,23565.0,-37,-11,80,87.138,6535.36,27,-31,96,82.875,9652.224,-39,-93,84,89.318,7389.984,0,-110,76,55.685,5969.8,Looking_to_the_side
162,92.827,27486.216,-30,-16,82,88.603,6956.388,36,-34,99,84.232,10264.914,-29,-98,82,92.095,6956.388,9,-114,75,54.197,5891.25,Looking_to_the_side
164,94.532,27825.552,-27,-16,83,89.31,7041.222,39,-33,99,84.232,10264.914,-25,-98,81,93.532,6871.554,14,-114,74,56.524,5580.192,Looking_to_the_side
163,81.573,27655.884,-46,-30,86,90.0,7565.936,23,-31,97,85.285,9752.768,-35,-107,71,107.162,5130.886,8,-111,66,69.647,4562.184,Looking_to_the_side
162,80.77,27486.216,-48,-33,86,90.666,7565.936,22,-30,95,86.386,9253.19,-36,-108,69,110.266,4986.354,9,-109,66,72.387,4562.184,Looking_to_the_side
161,80.362,26810.686,-48,-34,84,90.682,7389.984,23,-30,95,86.987,9253.19,-36,-108,69,110.266,4986.354,11,-109,65,73.217,4288.83,Looking_to_the_side
127,96.736,16759.428,-19,-4,54,91.061,3054.024,41,-2,57,91.005,3402.786,-2,-45,43,139.686,1891.484,32,-47,37,61.39,1395.048,Looking_to_the_side
152,81.339,23879.2,-42,-26,83,91.38,7041.222,24,-20,81,88.586,6871.554,-27,-98,65,114.228,4288.83,13,-94,69,72.35,4986.354,Looking_to_the_side
160,80.655,26644.16,-44,-29,85,91.348,7477.96,24,-24,87,88.025,7927.266,-31,-105,70,109.983,5058.62,11,-102,72,72.316,5429.376,Looking_to_the_side
146,70.821,22019.136,-53,-21,88,88.698,8018.384,15,-17,83,86.553,7041.222,-42,-97,68,110.556,4700.432,1,-93,72,72.316,5429.376,Looking_to_the_side
139,69.877,20089.948,-52,-20,88,88.047,8018.384,17,-16,84,85.236,7389.984,-41,-96,68,111.337,4700.432,2,-92,71,72.072,5130.886,Looking_to_the_side
140,96.52,20234.48,-22,-4,62,83.558,3896.08,49,-7,63,92.726,4156.866,-13,-49,38,131.878,1432.752,37,-53,38,46.042,1432.752,Looking_to_the_side
139,86.706,20089.948,-38,-10,64,81.119,4222.848,34,-5,59,100.739,3522.182,-27,-53,39,144.293,1592.994,26,-51,42,52.595,1847.496,Looking_to_the_side
141,83.077,20822.034,-43,-11,66,81.384,4562.184,28,-6,61,100.389,3833.24,-32,-55,38,145.491,1432.752,21,-52,41,52.853,1674.686,Looking_to_the_side
140,81.812,20234.48,-44,-11,66,82.235,4562.184,27,-5,61,100.222,3833.24,-33,-54,37,145.886,1395.048,20,-52,40,52.001,1633.84,Looking_to_the_side
139,80.942,20089.948,-45,-10,65,82.117,4288.83,26,-4,61,100.389,3833.24,-35,-53,36,145.008,1357.344,19,-50,41,52.853,1674.686,Looking_to_the_side
137,95.421,19370.43,-26,-7,59,79.261,3522.182,44,-6,61,100.222,3833.24,-18,-48,36,138.366,1357.344,36,-52,39,49.086,1592.994,Looking_to_the_side
142,97.674,20969.708,-61,-8,75,86.947,5891.25,42,-7,71,96.429,5130.886,-23,-47,80,177.852,6535.36,10,-42,73,-1.569,5504.784,Sitting_Straight
144,93.972,21717.504,-63,-9,78,84.872,6371.976,42,-7,75,97.595,5891.25,-23,-47,87,-178.683,7927.266,11,-39,72,-8.686,5429.376,Sitting_Straight
144,95.553,21717.504,-69,-9,78,84.144,6371.976,42,-2,66,102.995,4562.184,-30,-47,86,-179.334,7565.936,57,-20,33,-118.887,1140.546,Sitting_Straight
146,95.866,22019.136,-69,-8,78,83.418,6371.976,46,-1,64,105.333,4222.848,-30,-46,87,-178.683,7927.266,74,-14,52,-138.094,2777.528,Sitting_Straight
148,96.17,22785.784,-69,-7,77,84.068,6048.35,51,-2,69,112.874,4986.354,-30,-45,86,-178.668,7565.936,70,-19,31,-110.772,974.02,Sitting_Straight
149,96.129,22939.742,-69,-8,77,84.806,6048.35,52,-3,72,115.498,5429.376,-30,-46,85,-178.652,7477.96,71,-20,32,-104.036,1005.44,Sitting_Straight
122,91.878,15332.96,-35,-9,57,80.049,3402.786,37,-3,49,109.885,2463.328,-25,-48,35,144.09,1209.67,42,-30,8,45.0,50.272,Sitting_Straight
122,91.409,15332.96,-38,-10,62,87.23,3896.08,34,-1,53,99.638,2830.942,-16,-39,47,-176.348,2215.11,15,-30,47,4.865,2215.11,Sitting_Straight
123,90.932,15845.106,-37,-9,62,87.23,3896.08,33,0,53,97.524,2830.942,-13,-35,51,-169.992,2724.114,11,-29,50,5.711,2513.6,Sitting_Straight
125,90.458,16102.75,-36,-8,60,88.091,3770.4,32,1,53,96.459,2830.942,-12,-33,50,-168.69,2513.6,10,-28,51,4.485,2724.114,Sitting_Straight
125,90.458,16102.75,-35,-8,59,87.089,3522.182,33,1,51,97.815,2724.114,-11,-33,51,-168.906,2724.114,10,-27,53,4.316,2830.942,Sitting_Straight
124,90.462,15973.928,-35,-8,58,87.039,3462.484,32,1,51,96.71,2724.114,-12,-32,50,-169.796,2513.6,9,-26,52,3.302,2777.528,Sitting_Straight
140,93.678,20234.48,-65,-6,73,80.665,5504.784,46,-3,69,101.634,4986.354,-28,-41,85,-177.306,7477.96,16,-33,74,-5.404,5580.192,Sitting_Straight
122,90.939,15332.96,-35,-7,57,82.011,3402.786,35,-2,49,92.337,2463.328,-11,-35,55,-178.958,3110.58,-2,-27,77,0.0,6048.35,Sitting_Straight
122,90.47,15332.96,-34,-6,54,84.71,3054.024,33,-1,44,93.9,1935.472,-12,-31,49,-176.496,2463.328,-3,-24,74,1.548,5580.192,Sitting_Straight
136,90.421,19229.04,-36,-6,59,72.474,3522.182,49,-4,54,107.103,3054.024,-26,-39,38,166.329,1432.752,40,-34,35,14.826,1209.67,Sitting_Straight
139,89.588,20089.948,-36,-7,62,72.429,3896.08,52,-3,58,109.058,3462.484,-25,-41,41,167.619,1674.686,46,-35,31,16.699,974.02,Sitting_Straight
139,89.588,20089.948,-36,-7,62,74.181,3896.08,50,-3,55,106.798,3110.58,-25,-41,41,167.32,1674.686,47,-36,25,27.553,628.4,Sitting_Straight
138,90.0,19945.416,-37,-7,62,75.069,3896.08,49,-3,54,104.797,3054.024,-26,-42,39,165.256,1592.994,45,-36,25,30.579,628.4,Sitting_Straight
130,89.119,17563.78,-44,-9,59,80.38,3522.182,39,-6,54,104.797,3054.024,-49,-57,37,88.452,1395.048,50,-51,36,101.004,1357.344,Sitting_Straight
133,89.138,18386.984,-37,-9,61,73.926,3833.24,50,-5,54,108.104,3054.024,-29,-48,37,151.39,1395.048,46,-44,36,46.123,1357.344,Sitting_Straight
134,89.572,18525.232,-37,-8,62,73.301,3896.08,50,-3,53,110.807,2830.942,-27,-43,39,163.856,1592.994,46,-39,34,41.496,1175.108,Sitting_Straight
135,90.0,19087.65,-38,-8,62,75.069,3896.08,48,-3,53,107.418,2830.942,-27,-43,38,163.443,1432.752,42,-40,36,37.185,1357.344,Sitting_Straight
142,93.627,20969.708,-62,-11,84,83.884,7389.984,40,-12,76,85.486,5969.8,-21,-50,92,-176.889,8671.92,5,-44,64,-9.752,4222.848,Sitting_Straight
137,82.461,19370.43,-47,-6,68,72.897,4700.432,42,-6,58,106.887,3462.484,-34,-44,46,167.471,2167.98,32,-38,38,13.671,1432.752,Sitting_Straight
140,90.0,20234.48,-46,-8,67,77.196,4631.308,46,-3,61,111.975,3833.24,-36,-43,36,173.66,1357.344,37,-38,43,17.592,1891.484,Sitting_Straight
141,90.0,20822.034,-39,-11,61,77.775,3833.24,36,-7,56,95.102,3167.136,-43,-43,7,135.0,43.988,28,-44,27,40.601,763.506,Sitting_Straight
138,90.83,19945.416,-37,-11,59,78.311,3522.182,35,-7,55,92.083,3110.58,-38,-45,14,135.0,175.952,28,-43,24,45.0,603.264,Sitting_Straight
135,91.273,19087.65,-37,-12,55,77.471,3110.58,34,-8,54,88.939,3054.024,-33,-36,19,-165.256,358.188,23,-40,23,25.463,505.862,Sitting_Straight
141,92.437,20822.034,-35,-13,57,88.995,3402.786,36,-9,55,93.122,3110.58,-17,-55,46,145.62,2167.98,27,-47,29,45.0,820.062,Sitting_Straight
143,92.802,21117.382,-34,-15,58,94.927,3462.484,36,-9,55,94.16,3110.58,-9,-56,52,151.477,2777.528,25,-49,36,42.797,1357.344,Sitting_Straight
143,92.403,21117.382,-34,-15,59,95.807,3522.182,36,-9,57,93.013,3402.786,-8,-58,52,150.524,2777.528,25,-49,33,42.614,1140.546,Sitting_Straight
144,92.386,21717.504,-34,-15,60,93.814,3770.4,36,-9,57,94.014,3402.786,-25,-57,28,119.249,791.784,24,-50,36,40.601,1357.344,Sitting_Straight
143,91.602,21117.382,-34,-15,60,93.814,3770.4,37,-9,57,95.013,3402.786,-26,-57,26,114.624,653.536,25,-50,36,40.601,1357.344,Sitting_Straight
153,94.485,24517.026,-70,-7,80,80.655,6535.36,48,-9,79,100.886,6453.668,-40,-49,74,176.135,5580.192,19,-45,73,-4.699,5504.784,Sitting_Straight
155,91.848,24837.51,-32,-10,72,92.386,5429.376,38,-12,74,92.322,5580.192,-18,-53,30,150.018,942.6,22,-49,35,0.0,1209.67,Sitting_Straight
155,91.848,24837.51,-27,-8,63,95.44,4156.866,37,-9,65,90.881,4288.83,-10,-50,35,143.13,1209.67,21,-47,33,17.354,1140.546,Sitting_Straight
154,91.488,24677.268,-32,-9,62,93.691,3896.08,36,-9,63,89.091,4156.866,-14,-50,38,146.725,1432.752,19,-47,34,22.109,1175.108,Sitting_Straight
121,89.526,15207.28,-41,-6,51,75.426,2724.114,29,-5,48,92.386,2413.056,-32,-33,31,172.648,974.02,21,-35,22,35.838,483.868,Sitting_Straight
114,90.503,13611.144,-37,-7,44,84.806,1935.472,29,-5,45,90.0,2120.85,-25,-18,34,-142.125,1175.108,20,-34,23,34.38,505.862,Sitting_Straight
113,91.521,13136.702,-36,-7,43,87.337,1891.484,27,-5,45,87.455,2120.85,-26,-26,22,-164.745,483.868,18,-35,22,39.472,483.868,Sitting_Straight
139,88.352,20089.948,-32,-11,53,93.24,2830.942,36,-11,55,95.194,3110.58,-17,-44,30,155.095,942.6,23,-46,34,25.821,1175.108,Sitting_Straight
146,88.431,22019.136,-33,-11,57,93.013,3402.786,34,-11,59,90.971,3522.182,-14,-49,40,152.176,1633.84,19,-48,33,26.565,1140.546,Sitting_Straight
150,88.854,23565.0,-36,-11,58,92.961,3462.484,32,-10,60,91.909,3770.4,-18,-51,41,145.923,1674.686,18,-48,34,27.3,1175.108,Sitting_Straight
124,86.769,15973.928,-39,-3,53,91.081,2830.942,30,0,48,87.614,2413.056,-20,-33,38,169.563,1432.752,5,-29,49,12.907,2463.328,Sitting_Straight
144,94.764,21717.504,-73,-7,70,78.53,5058.62,49,-6,71,100.521,5130.886,-33,-41,94,-179.39,9155.788,14,-36,82,-6.263,6956.388,Sitting_Straight
134,92.137,18525.232,-40,-4,59,83.234,3522.182,35,0,57,98.973,3402.786,-14,-31,59,-174.193,3522.182,-2,-24,83,-6.87,7041.222,Sitting_Straight
126,91.818,16627.464,-33,-4,51,82.185,2724.114,36,-3,50,100.204,2513.6,-32,-40,22,113.199,483.868,40,-39,23,90.0,505.862,Sitting_Straight
125,91.375,16102.75,-34,-9,49,81.87,2463.328,36,-7,47,99.66,2215.11,-35,-50,33,100.305,1140.546,41,-43,25,94.574,628.4,Sitting_Straight
122,91.878,15332.96,-35,-8,49,80.727,2463.328,37,-6,47,100.84,2215.11,-37,-49,32,97.125,1005.44,43,-44,29,95.906,820.062,Sitting_Straight
129,89.556,17428.674,-28,-5,50,93.434,2513.6,32,-3,49,92.337,2463.328,-8,-23,39,-160.641,1592.994,31,-29,5,30.964,15.71,Sitting_Straight
131,89.563,17698.886,-29,-4,50,90.0,2513.6,31,-4,50,92.291,2513.6,-8,-21,44,-159.146,1935.472,28,-27,9,-18.435,84.834,Sitting_Straight
131,88.688,17698.886,-28,-3,50,90.0,2513.6,32,-4,50,92.291,2513.6,-6,-20,46,-161.175,2167.98,28,-27,11,-15.255,103.686,Sitting_Straight
132,92.169,18248.736,-33,-8,61,95.618,3833.24,35,1,53,97.524,2830.942,-5,-32,51,-165.426,2724.114,12,-29,52,6.582,2777.528,Sitting_Straight
130,93.96,17563.78,-34,-9,64,92.684,4222.848,35,1,53,99.638,2830.942,-7,-35,53,-167.005,2830.942,13,-30,53,9.638,2830.942,Sitting_Straight
127,92.705,16759.428,-35,-9,65,91.762,4288.83,36,-1,54,100.491,3054.024,-7,-38,53,-171.416,2830.942,15,-32,52,9.819,2777.528,Sitting_Straight
147,95.054,22631.826,-64,-10,84,83.211,7389.984,48,-5,80,108.208,6535.36,-28,-51,82,-179.301,6956.388,42,-34,39,-25.278,1592.994,Sitting_Straight
133,95.583,18386.984,-44,-12,72,90.0,5429.376,48,0,59,109.654,3522.182,-8,-41,72,-169.624,5429.376,33,-31,51,7.815,2724.114,Sitting_Straight
129,96.194,17428.674,-36,-12,68,92.526,4700.432,50,-1,54,108.104,3054.024,-2,-40,66,-169.54,4562.184,31,-32,55,10.305,3110.58,Sitting_Straight
152,94.139,23879.2,-43,-19,80,88.568,6535.36,44,-13,83,97.549,7041.222,-26,-91,73,119.358,5504.784,28,-86,74,55.886,5580.192,Sitting_Straight
161,94.263,26810.686,-46,-15,79,87.101,6453.668,43,-10,80,97.125,6535.36,-29,-86,72,121.504,5429.376,28,-80,72,55.654,5429.376,Sitting_Straight
164,94.185,27825.552,-46,-14,81,87.879,6871.554,41,-9,82,95.572,6956.388,-28,-87,76,121.608,5969.8,25,-80,72,55.654,5429.376,Sitting_Straight
149,93.457,22939.742,-45,-12,73,82.972,5504.784,45,-7,73,103.285,5504.784,-30,-66,51,138.918,2724.114,37,-60,47,45.855,2215.11,Sitting_Straight
146,93.136,22019.136,-45,-10,66,81.384,4562.184,44,-3,69,105.038,4986.354,-30,-58,49,142.431,2463.328,37,-52,44,44.091,1935.472,Sitting_Straight
144,93.18,21717.504,-44,-9,64,81.119,4222.848,45,-3,64,106.189,4222.848,-30,-55,47,141.911,2215.11,38,-50,46,45.0,2167.98,Sitting_Straight
143,93.601,21117.382,-44,-9,64,81.119,4222.848,45,-3,62,106.699,3896.08,-31,-55,45,140.356,2120.85,38,-50,47,47.564,2215.11,Sitting_Straight
145,93.945,21868.32,-44,-9,64,81.119,4222.848,45,-2,61,107.85,3833.24,-31,-55,45,140.356,2120.85,39,-50,48,50.042,2413.056,Sitting_Straight
153,95.228,24517.026,-63,-8,83,85.865,7041.222,53,-5,80,113.385,6535.36,-24,-48,84,-177.955,7389.984,74,-16,51,-100.008,2724.114,Sitting_Straight
142,94.83,20969.708,-43,-11,70,81.069,5058.62,49,-2,66,109.25,4562.184,-30,-56,43,151.074,1891.484,48,-47,36,46.123,1357.344,Sitting_Straight
140,94.493,20234.48,-43,-9,68,79.846,4700.432,45,-1,62,108.726,3896.08,-32,-56,42,140.711,1847.496,40,-50,48,51.71,2413.056,Sitting_Straight
140,92.862,20234.48,-44,-8,66,78.69,4562.184,44,-2,62,108.726,3896.08,-33,-55,45,140.356,2120.85,37,-51,50,48.18,2513.6,Sitting_Straight
141,92.842,20822.034,-45,-9,67,79.695,4631.308,44,-4,63,108.435,4156.866,-33,-56,45,140.356,2120.85,37,-52,49,46.637,2463.328,Sitting_Straight
139,92.883,20089.948,-45,-10,67,78.857,4631.308,44,-1,62,108.726,3896.08,-34,-55,43,146.31,1891.484,37,-49,50,47.42,2513.6,Sitting_Straight
140,92.862,20234.48,-45,-11,66,80.538,4562.184,44,-3,62,107.571,3896.08,-33,-55,41,146.689,1674.686,36,-50,49,45.0,2463.328,Sitting_Straight
141,92.842,20822.034,-45,-12,68,79.019,4700.432,44,-4,62,107.571,3896.08,-34,-56,41,149.744,1674.686,36,-51,49,45.0,2463.328,Sitting_Straight
140,93.27,20234.48,-44,-10,68,79.019,4700.432,45,-1,64,108.153,4222.848,-33,-54,41,149.744,1674.686,37,-50,51,44.215,2724.114,Sitting_Straight
140,93.678,20234.48,-44,-10,67,78.857,4631.308,45,-1,63,108.435,4156.866,-33,-53,41,149.744,1674.686,37,-49,52,45.0,2777.528,Sitting_Straight
142,90.403,20969.708,-48,-10,69,79.177,4986.354,41,-1,62,106.699,3896.08,-37,-55,42,147.426,1847.496,32,-49,51,44.215,2724.114,Sitting_Straight
153,94.485,24517.026,-64,-10,84,85.236,7389.984,55,-3,81,118.78,6871.554,-26,-48,84,-175.236,7389.984,80,-13,53,-101.944,2830.942,Sitting_Straight
148,88.452,22785.784,-49,-10,69,80.942,4986.354,41,0,64,108.153,4222.848,-37,-56,41,146.689,1674.686,43,-45,32,60.255,1005.44,Sitting_Straight
148,92.708,22785.784,-43,-11,67,79.695,4631.308,43,0,59,107.526,3522.182,-32,-57,42,140.711,1847.496,40,-49,47,57.995,2215.11,Sitting_Straight
146,94.699,22019.136,-40,-11,66,78.69,4562.184,45,-2,60,107.241,3770.4,-29,-58,44,141.34,1935.472,37,-50,50,48.18,2513.6,Sitting_Straight
146,94.699,22019.136,-40,-10,66,78.69,4562.184,46,-2,62,106.699,3896.08,-28,-57,47,143.616,2215.11,37,-50,51,44.215,2724.114,Sitting_Straight
146,95.088,22019.136,-40,-9,66,78.69,4562.184,47,-2,62,106.699,3896.08,-28,-56,46,142.883,2167.98,38,-50,51,44.215,2724.114,Sitting_Straight
151,91.517,23722.1,-33,-6,64,90.0,4222.848,40,-5,64,100.784,4222.848,-6,-35,54,-174.71,3054.024,17,-36,58,-0.988,3462.484,Sitting_Straight
151,90.379,23722.1,-33,-6,63,91.818,4156.866,38,-7,64,98.005,4222.848,-4,-35,55,-173.774,3110.58,13,-36,59,-4.844,3522.182,Sitting_Straight
151,90.379,23722.1,-32,-7,62,92.77,3896.08,37,-6,65,97.017,4288.83,-4,-35,54,-174.71,3054.024,11,-36,61,-4.686,3833.24,Sitting_Straight
151,90.0,23722.1,-31,-6,62,92.77,3896.08,38,-6,66,96.054,4562.184,-3,-35,54,-175.764,3054.024,11,-36,61,-4.686,3833.24,Sitting_Straight
150,89.618,23565.0,-34,-10,63,87.274,4156.866,38,-6,63,98.13,4156.866,-18,-50,39,154.722,1592.994,25,-49,41,32.152,1674.686,Sitting_Straight
146,93.136,22019.136,-65,-9,76,83.246,5969.8,44,-10,72,99.462,5429.376,-25,-49,89,177.427,8109.502,14,-44,72,-2.386,5429.376,Sitting_Straight
145,88.42,21868.32,-36,-11,70,85.101,5058.62,36,-9,68,97.539,4700.432,-26,-55,32,143.842,1005.44,26,-52,33,32.735,1140.546,Sitting_Straight
143,89.199,21117.382,-32,-9,63,82.763,4156.866,34,-8,63,99.019,4156.866,-26,-54,33,126.529,1140.546,25,-55,41,46.975,1674.686,Sitting_Straight
142,90.0,20969.708,-33,-10,64,83.758,4222.848,37,-8,65,100.62,4288.83,-24,-55,36,132.797,1357.344,29,-54,41,45.0,1674.686,Sitting_Straight
144,90.398,21717.504,-38,-11,64,82.875,4222.848,39,-9,64,99.752,4222.848,-27,-56,38,138.122,1432.752,30,-55,41,45.0,1674.686,Sitting_Straight
145,90.395,21868.32,-37,-11,65,82.117,4288.83,40,-9,64,98.881,4222.848,-27,-57,39,139.086,1592.994,31,-56,41,46.975,1674.686,Sitting_Straight
145,90.0,21868.32,-37,-11,65,82.983,4288.83,41,-9,64,98.881,4222.848,-26,-57,39,139.086,1592.994,31,-56,42,45.0,1847.496,Sitting_Straight
146,90.0,22019.136,-37,-11,66,83.089,4562.184,41,-8,65,98.746,4288.83,-26,-56,39,140.194,1592.994,30,-55,43,42.184,1891.484,Sitting_Straight
148,91.935,22785.784,-43,-17,85,82.626,7477.96,43,-16,91,96.892,8577.66,-33,-53,33,-157.249,1140.546,39,-49,30,-54.246,942.6,Sitting_Straight
151,92.654,23722.1,-46,-19,87,82.147,7927.266,43,-15,89,97.046,8109.502,-37,-56,33,-154.983,1140.546,40,-47,31,-56.821,974.02,Sitting_Straight
150,93.053,23565.0,-46,-17,83,82.451,7041.222,44,-16,90,96.968,8483.4,-37,-53,32,-158.199,1005.44,42,-47,31,-61.821,974.02,Sitting_Straight
67,78.857,4631.308,-81,35,76,57.758,5969.8,71,28,75,124.743,5891.25,-63,3,78,-179.265,6371.976,83,2,21,-27.759,461.874,Sleeping
60,76.651,3770.4,-75,40,74,58.241,5580.192,72,35,74,130.101,5580.192,-58,7,73,178.431,5504.784,84,2,26,17.745,653.536,Sleeping
53,79.315,2830.942,-79,38,79,54.713,6453.668,72,50,68,136.771,4700.432,-59,5,85,180.0,7477.96,81,13,42,39.289,1847.496,Sleeping
55,81.724,3110.58,-80,37,76,57.355,5969.8,68,53,65,135.0,4288.83,-62,4,77,178.512,6048.35,79,16,37,50.389,1395.048,Sleeping
57,88.995,3402.786,-80,37,74,60.35,5580.192,63,55,65,131.269,4288.83,-58,3,82,178.603,6956.388,72,15,38,51.34,1432.752,Sleeping
58,90.0,3462.484,-81,37,75,61.39,5891.25,63,56,64,130.601,4222.848,-56,3,86,178.002,7565.936,73,16,38,53.427,1432.752,Sleeping
61,89.061,3833.24,-82,36,74,62.063,5580.192,64,55,63,131.186,4156.866,-56,2,87,178.683,7927.266,73,16,38,51.34,1432.752,Sleeping
62,91.848,3896.08,-81,38,74,62.063,5580.192,64,56,63,130.503,4156.866,-56,4,86,178.002,7565.936,73,17,37,52.524,1395.048,Sleeping
65,97.017,4288.83,-78,35,72,54.554,5429.376,71,50,75,127.476,5891.25,-56,4,85,178.652,7477.96,70,11,51,20.556,2724.114,Sleeping
63,94.538,4156.866,-79,40,75,56.31,5891.25,73,51,83,135.0,7041.222,-59,7,81,178.586,6871.554,75,12,57,18.122,3402.786,Sleeping
62,93.691,3896.08,-79,43,77,57.131,6048.35,74,52,83,135.0,7041.222,-60,9,80,178.568,6535.36,77,13,55,19.093,3110.58,Sleeping
31,41.186,974.02,-30,11,54,86.82,3054.024,45,25,56,99.13,3167.136,-4,-16,56,180.0,3167.136,27,-11,47,21.125,2215.11,Sleeping
48,54.324,2413.056,-98,40,79,56.31,6453.668,59,42,64,112.964,4222.848,-71,4,97,175.872,9752.768,49,5,47,18.435,2215.11,Sleeping
30,74.578,942.6,-39,19,56,85.914,3167.136,43,26,50,104.859,2513.6,-17,-19,52,156.371,2777.528,31,-5,38,17.969,1432.752,Sleeping
30,82.405,942.6,-34,13,60,85.236,3770.4,42,17,57,104.995,3402.786,-13,-22,49,167.093,2463.328,26,-11,46,1.245,2167.98,Sleeping
29,74.055,820.062,-35,10,59,88.059,3522.182,42,15,60,105.422,3770.4,-10,-21,52,177.797,2777.528,26,-13,49,-2.337,2463.328,Sleeping
21,79.216,461.874,-35,5,61,88.122,3833.24,40,10,60,105.422,3770.4,-13,-25,46,-178.755,2167.98,23,-17,51,-3.366,2724.114,Sleeping
40,36.87,1633.84,-48,6,67,81.511,4631.308,35,15,58,109.983,3462.484,-24,-16,61,-157.166,3833.24,38,-18,18,36.254,339.336,Sleeping
41,32.152,1674.686,-45,3,66,82.235,4562.184,35,15,52,97.667,2777.528,-17,-20,67,-163.706,4631.308,30,-23,29,54.689,820.062,Sleeping
